content,score
Открыть при ложени одни проблемы,1
"Зачем нужно такое приложение, в которое войти просто невозможно???",1
"Г*вно а не приложение, как и само правительство. Даже 1/5 оценка слишком повышенная для этой приложений",1
"Какие тут впечатление, даже не обновляется",1
"Как пройти авторизацию, если не регистрировался. Как зарегистрироваться на портале?",1
Мозги включите и прогу доведите до ума.сделайте что то нормальное!!!!!,1
Сайт просто ужас. Вы что разработали чтоб людей подразнить. Ничего не загружает. Вы нелюди подумали бы о пожилых людях сейчас ещё карантин все онлайн. Упростит программу и зделай те её рабочей а не подобие сайта,1
Слов нет все работает плохо,1
Очень ужасно работает,1
Отстой просто отстой!!,1
После обнавление стало плоха работать,1
Новый Казахстан Даже не может нормально разработать программу,1
Фу не работает!!!!!!!!,1
Отвратительное приложение. Не могу элементарно зайти в него.,1
Не приходят коды по СМС. Уже неделю. Ужас,1
Невозможно авторизоваться.Три дня пытаюсь зайти-не получается.,1
Не работает Вообще,1
Когда выходишь в приложении ошибка так выходит,1
Не работает нормально,1
пишет я не зарегистрирована даже войти не дал.удаляю,1
Вообще не понравилось не понятно что где...,1
я в него заити немогу в ваш егов .приложение выкидывает.а мне документы надо срочно сделать.доведите уже до ума .очень прошу,1
Я тоже не могу восстановить чтобы посмотреть две справка о психоневрологический организации а теперь придётся в ЦОН ити,1
Не возможно ни чего узнать. Каждый раз запрашивает иин и номер телефона,1
Почему не могу зайти в приложении выбивает его,1
Регистрация не как не получается,1
"Ужаснее приложения еще не видел, набрали разрабов среди саке и баке задолбали тупые",1
Раздел с цифровыми документами работает через раз. Куда-то пропал паспорт вакцинации,1
"Не могу зайти, получить эцп, пишет ошибку, как зарегистрироваться в M-egov?",1
"За период 10 дней после 2й вакценации так и несмог получить паспорт вакценации от ковид 19 програма эта чуш,и хуже",1
Недоработанное приложение. Невозможно падать заявку на получение ЭЦП.,1
После обновление не могу восстонавить пароль и не могу зайти сделать брон,1
"Не могу зарегистрироваться по паролю, требует какой то mcov",1
- такое чувство будто приложение создавал первоклассник.,1
"ПОЖАЛУЙСТА, УВАЖАЕМЫЕ РАЗРАБОТЧИКИ! ПРИМИТЕ МЕРЫ ИСПРАВЬТЕ ВАШЕ ПРИЛОЖЕНИЕ! В ДАННЫЙ МОМЕНТ ВСЕМ И МНОГИМ НЕОБХОДИМО ЭТО ПРИЛОЖЕНИЕ! МНОГИЕ ОСТАЛИСЬ БЕЗ РАБОТЫ И НАМ ОЧЕНЬ ВАЖНО ЧТОБЫ ВЫ ИСПРАВИЛИ ОШИБКИ!!!ЧТОБЫ ЭТО ПРИЛОЖЕНИЕ БЫЛО ДОСТУПНО ДЛЯ ВСЕХ ВИДОВ МОБИЛЬНЫХ!!!",1
"Удалите это приложение, вообще не работает",1
"Самое нервоисходующее приложение, разработчики молодцы",1
Все виснет. Ничего не получается сделать,1
Не пойму?почему у меня приложение на английском языке?,1
Не хуня не работает,1
Kotakbastar Ssuka. MaL. Blyaat. Asylyp kalyndar.,1
Почему не могу зарегистрироваться ???скидывает и все !!почему на сайте нету услуги как связаться с оператором!!,1
Вылетает из программы 😒,1
"Жму зарегистрироваться, пишет что для этого действия нужно зарегистрироваться. У меня всё.",1
"Ни чего не загружается Ни паспорт вакцинации, ни цифровые документы, для чего вообще это приложение?",1
Выкидывает с приложения,1
Очень слабое приложения,1
Не х не работает,1
"Не работает , не отправляет документы .",1
Недоработанное. Много мороки очень,1
Дайте на доработку нормальным программистам.,1
Невозможно выбрать ЭЦП на телефоне.,1
Пишет что на устройстве ЭЦП не найден,1
Здравствуйте нету студенческого билета хотя он должен быть ищу и нету . А мне он нужен ээххх,1
не работает регистрация,1
"Хочу загрузить свой ИИН, номер телефона. НЕ ГРУЗИТ.В ПОРТАЛЕ НЕТ МОИХ ДАННЫХ.ЗАМЕЧАТЕЛЬНО🤯🤯🤯",1
"Оштрафовать и выгнать всех, кто недоработал обновление. Криворукие, верните предыдущее приложение!",1
плохо всё плохо не скачивается,1
"Самое худшее приложение, больше никак не назову",1
Не работает Когда хочешь узнать результаты ана не заходит,1
"Не открывает документы, паспорт вакцинации тоже! Тупо белый экран!",1
Самое наитупейшее приложение за всю историю приложений,1
Не отображается паспорт вакцинации Постоянно запрашивает смс код,1
"Не работает, не могу зайти уже неделю",1
"Такое впечатление что приложение создано чтобы не помогать гражданам, а издеваться.",1
Вообще не заходит через эцп,1
Целый день сижу но не могу зарегистрировать вообще ужас,1
Невозможно зайти в свой профиль,1
"какие вы люди создали эту программу чтобы пальцы опухли у вас неделю не могу пройти неделю. вам спасибо что неделю только не могу а на звонки 1414 месяц жду ответа. у вас хотя бы кто-то работает или чё? алё чтобы у вас в животе бурлило и не остоновливалась неделю, а у операторов месяц. только сколько я жду вас.",1
Невозможно даже очередь в цон забронировать,1
"Самое гнелое предложение, в котором ни чего не сделаешь, ни чего не получишь, начиная с ЕЦП, который тоже придумали не грамотные люди. Этот ЕЦП автоматически нужно прошить каждому человеку без запроса.",1
Невозможно получить информацию об очереди на жильё и информацию о детях.,1
Ерунда пишет нет номера в базе не кочайте,1
Почему цифровой не работает?!,1
"Отвратительно, неудобное пздц",1
"Добрый день!!! Не могу зайти, пишут что мой иин не зарегистрирован на сайте правительства🤔что делать???",1
Невозможно зарегистрироваться. Был куплен новый телефон и теперь опять надо заново регистрироваться.,1
Легче в цон съездить чем зарегестривоваться в этой фиг пойми фиг настрой! Нервы время на ветер,1
Что за программа? Невозможно зарегистрироваться! Зачем такое выпускать вообще?! Как подать жалобу на плеймаркет?,1
"Нет Цифровых документов, вообще нет, ни водительских прав, ни паспорта вакцинации",1
"Неверные данные！в семье состоит бывший муж,хотя уже 2 год как замужем за другим человеком.",1
Когда вы сделаете получение эцп в мобильном приложении,1
Приложение не работает хотело взять справку не судимости не заргетируется вообще не понятный приложение,1
На что тратят деньги народа ? Приложение по настроению то работает то нет!!! В этой стране когда начнут наказывать за такое?,1
Не могу зарегистрироваться для ЕЦП. Окна при регистрации не активны.,1
Верните прежнее рабочее приложение!,1
Всё на английском,1
Здравствуйте скажите пожалуйста почему не могу авторизацию пройти пишит пороль не верный фармат,1
Ужасный приложение камера вообще тупо..... Не советую 🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️,1
"Нихера не скачивается,по пол дня сидеть и ждать смотреть как он крутится?!!!!!",1
Не работает.Разработчики г-но!,1
"Раньше на mgov.kz было все доступно, а теперь элементарно не могу прописаться у себя дома.",1
удалите его вообще! приложение не о чем ! куда надо не зайдешь,1
Приложение плохое. Ели работает.,1
Для чего нужен одноразовый пароль для входа?,1
"Где пенсионный фонд? Приложение не довели до конца, как всегда!",1
"Ответьте пожалуйста как загрузить с ЭЦП, куда закидывать ЭЦП на андроиде? Все попробовал.",1
Не возможно зарегистрироваться это просто ужас!!!!,1
"Почему то не выходят данные о моем ребенке, как будто его вообще нет!",1
Не работает приложение кал,1
"Дебильные приложение, как и всегда",1
Камера не показывает,1
"Очень плохое приложение,самое худшее что я видел",1
Не работает приложение,1
"Не возможно зайти,выбрасывает.",1
Ужасно работает и приложение и операторы 1414. Оценка 00000,1
"Не грузиться ничего, не возможно зарегистрироваться",1
Почему не приходит код на телефон и как за регистрироваться теперь?,1
Зайти в приложение невозможно!!! Поставила бы вообще ноль,1
Не обновляются данные,1
"Виснет,не грузит ничего",1
Ибанутыйй вообщее не работает,1
Не работает приложение,1
Не работает приложение,1
"Ни как не получается зарегистрироваться, ввожу иин и номер для регистрации",1
"НЕ ВОЗМОЖНО ЗАРЕГИСТРИРОВАТЬСЯ, ДАЖЕ С ОДНОРАЗОВЫМ ПАРОЛЕМ. И 1414-КОЛЛЦЕНТР ПОСЛЕ ГУДКА И ВЫБОРА ЯЗЫКА СБРАСЫВАЕТ ВЫЗОВ. И ТАК 5-6 РАЗ С УТРА",1
Не работает приложение,1
"Не могу зарегистрироваться пишет все время ""не правильный пароль""",1
Не работает ни одна услуга!!!!!!!!!,1
честно скажу кон*енное приложение ничего сделать не возможно🤦,1
"Ойркод не читает, зависает",1
Не приходит смс не могу авторизоваться,1
Ущербные программисты в новом обновлении убрали возможность добавить эцп ранее полученные в ЦОНе.,1
Очень плохо работает,1
"БЕСПРЕДЕЛ И ВОРОВСТВО ! ! ! После заявки на справку по ЭЦП ПОЗВОНИЛИ НА ДОМАШНИЙ НОМЕР: СКАЗАЛИ, ЧТО НА МЕНЯ ОТКРЫТ СЧЕТ ЗАЙМА В КАСПИЙ-БАНКЕ Г.АЛМАТЫ.",1
"Убого , ммнимальный функционал довести до ума не в состоянии, и это госсервис.... Позорище",1
На сайте номер зарегистрирован в БМГ а в приложений нет.,1
Тесты ПЦР не показывает,1
"НЕ МОГУ ПРОЙТИ АВТОРИЗАЦИЮ, НЕ МОЖЕТ СДЕЛАТЬ ФОТО ВОСЕМЬ РАС ПРОБОВАЛ,ЗАДАЛБАЛСЯ ,К ЧЕМУ ТАКИЕ СЛОЖНАСТИ?",1
Ничего не работает ввожу свой номер пишет не правильный номер? Бред какой-то,1
Программа гос масштаба выглядит как тестовый альфа проект группы новичков программистов. Ужас.,1
Я оплатил штраф но егов еще весят колл центр говорит что у само егов обнавления нету,1
"Не могу зарегистрироваться, пишет ""Некорректный адрес электронной почты """,1
Не работает сырец казахский ноль вообще туфта. Не скачивайте вообще все казахское.,1
"Бесполезность а не преложение , а долбоное государство чють ле не обязывает его качать!",1
Скажите пожалуйста пачему это сайт не работает.,1
Ужасное приложение. Ни как не зарегистрироваться не зайти.,1
"Ни зайти, ни зарегистрироваться, ни эцп получить, зачем нужно это приложение????????",1
"Не могу авторизоватся, выходит сообщения что надо зарегестрироватся на m-mgov. Что это еще такое мгов.",1
"Ужас галактики, не работает ничего",1
Не видит ключи ЭЦП!!!,1
"мой прошлый комментарий удалили, долбитесь в глаза. Как у меня может быть некорректный иин и зачем иметь аккаунт на всех государственных сайтах",1
"Не могу паспорт вакцинации посмотреть. Все цифровые документы открываются, именно паспорт вакцинации нет",1
"Вообще не могу зарегистрироваться, в чем проблема? Второй день пытаюсь сделать это",1
Я не могу сделать регистрацию ЭЦП что за дурдом не понятный который день уже вожусь этим ИСПРАВЬТЕ!!!!,1
"ужасное приложение) почините, что-ли.",1
"За что разработчики зарплату получают??? Всё виснет, невозможно получить услуги",1
"Ужас , до обновления было хорошо, а сейчас вообще 👎",1
Ужасное приложение тупит нереально,1
Что накрутили ужас было такое удобное приложение,1
ID не фига не работает 0,1
Не работает приложение,1
Не открывается страница,1
Очень плохо работает,1
Вы со своим приложением людей с ума сведете. Разработчиков надо уработать так чтобы век в приложениям не подпускать,1
Неоткрываются услуга_цифровые документы,1
"Чистое г..вно а не приложение, не тратьте зря время",1
Неудобное приложени 0 из 10 меняйте или не кто не будет пользоваться,1
Ну что у меня выкидывает с приложения после обновы?,1
Не смогла зарегистрироваться ужасное приложение,1
Не работает пытаюсь войти через ЭЦП не получается не ужели нельзя довести до ума или вам приятно читать отрицательные отзывы,1
"Не могу зарегистрироваться, выходит ошибка, в чем проблема?",1
"Целых два часа сидел чтобы обновить, НЕ ОБНОВИЛСЯ полюбому((",1
Вообще не открывается,1
"Цифровые документы не открывт от слова совсем, а как теперь паспорт получить??? Ау ущербные почините уже",1
"Ужасное приложение, доработать необходимо обсолютно все позор отечественным разработчикам",1
Я хачу сказать многа матов🤬 ошибка 1414 что не делаеш хачу зять пцр не хера пишу всё правильно ошибка 1414 бл*ть полный пи**дец,1
Третий день не могу получить смс для активации,1
"Электронная почта. Не верная. Вы что творите. Паспорт вакцинации, не проверишь. Позор, одну звёздочку даже не поставишь. Позорники.",1
"Пишет что мне не исполнилось 18 лет, хотя уже исполнилось ! Как мне зайти в приложение ?",1
Ничего не работает! Абсолютно ничего!,1
"При переустановке ЭЦП, не обнаруживает ЭЦП",1
Ни одна услуга не работает. Всё равно пришлось в ЦОН идти.,1
",как я могу придумать пароль чтобы он был верным пол часа перебирал разные варианы",1
"Не могу зарегистрироваться, пять раз переустанавливали",1
"Не открывается,ввожу ИИН,пишут такого пользователя нет",1
"Не могу отправить заявку на прописку , говорит что нет такого адреса 😡",1
Приложение 😠разработчики вообще не старались,1
Здраствуйте. Тоже как и все не могу зайти и получить одноразовый пароль((( Кто знает подскажите,1
За не работающую авторизацию по эцп,1
Обсалютно не чего не понятно вообще,1
Раньше приложение было намного лучше (зелёное),1
"Что за отсталость 21 век, я не пойму куда вы смотрите ,что вы делайте, за что вы программисты вообще деньги получаете ,пример вам каспи все работает четко ?!!!!черти....",1
"Ужасная, уже неделю немогу прод регистрацию. После разрешения дальше 0 ничего нету. 👎",1
Не работает них,1
В андроиде не показывает паспорт вакцинации и остальные цифровые документы,1
Вообще не включается,1
"Приложение тупит и виснет,😡😡😡",1
"Я так понимаю полюбому надо в сходить в цон? Онлайн верификаций нету, пишет ожидания верификаций и все",1
Разработчики зачем вам иин каждого не умеетье делать нормальное приложения тогда займись другим делом.звездочки ноль вам,1
Паспорт вакцинации не отображается.😱😱😱😱😱,1
не могу войти. пароль верный,1
Самый худший егов.не заходит.прошу не скачивать.даже оценку ставить не буду,1
Видео проверку пройти не риально неделю пытаюсь.... Воще нет слов,1
Не работает зачем так делать невозможно записаться,1
Не могу прикрепить ребенка к поликлинике сделайте что не будь!,1
Приложение не скачивается. Тупит,1
Не понятно как мажна войти какиета дуратские запросы,1
Дермо собачье не работает постоянно,1
Наймите нормального программиста а не с клешнями,1
Что за бред? Вы тупые что ли? Верните как было! Я как баран стою в толпе и прохожу это видеорегистрацию,1
Тупорылое приложение какой идеот это придумал програмист тупой не хрена не могу зарегистрироваться.👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,1
Не открывантся скидывает,1
"Куда пропали данные по ребенку, теперь снова поехать и зарегистрировать под себя своих детей?",1
Для чего она нужна ????разработчики полные бездельники.не могут сделать нормальную прогу для населения!!!,1
"я думаю будет проще по старинке пройти в цон, нежели мучить это "" приложение "" 0 из 10 оценка",1
Не работает еблокамера,1
"Приложение ни о чём,даже не открывается",1
"Туфта, а не приложение, удалил",1
"Не могу авторизоваться. Столько негативных отзывов,никаких улучшений не видно.",1
самое тупое приложение из всех существующих приложении,1
Digital id не работает.,1
Не получается пройти регистрацию. Всегда выдаёт ошибку .,1
С авторизацией как всегда проблемы,1
Тупой приложение долго загрузить (((,1
Висит и не открывается,1
"Это что за долба...бизм. Отодвиньте лицо, передвиньте, по центру и т.д. Как обезьяна у зеркала. Полный отстой.",1
Ужасное приложение тупое не доработанное,1
Ужасное приложение я не могу зарегистрироваться и получить эцп,1
Тупизм какой то не хрена не заходит тасташ,1
"Второй день просто зайти в приложение не могу ,",1
Бесконечная загрузка камеры,1
Невозможно пройти видео опознание !!!!,1
"Не могу зайти уже два дня, посмотреть паспорт вакцинации. Что случилось?",1
"Нерабочее приложение, как и все от Nitec",1
Ужасное приложение. Авторизоваться невозможно. Бредятина.,1
Ничего не работает,1
Ужасное приложение. Нельзя зарегистрироваться,1
Считайте что я Вас слишком переоценил.Приложение слишком отстойный. Спасибо :(,1
Не все услуги имеются. Не могу заказать свидетельство о рождении ребёнка,1
"Пьяные ДЦП-шники лучше бы накодили, чем г. вно-контора NITEC",1
Вообще не доработанное приложение!!!,1
Ну неужели сложно сделать нормальное приложение.,1
Отвратительно работает приложение,1
Почему я не могу скачать приложения на телефон?,1
"Не заходит сделайте, нормально можете а ? Сколько денег получаете",1
Невозможно указать путь к эцп,1
"Негрузиться, очень много отнимает времени.",1
"Не могу нормально зарегистрироваться Уже какой раз, нету толку",1
Тупость паспорт здоровья посмотреть не возможно! для чего это приложение?,1
Ни один документ ответа от госорганов нельзя открыть и посмотреть!!,1
"Сколько раз уже,всегда неверный пороль ... не могу подать заявку на загс онлайн",1
не могу заказать справку. раньше небыло проблем,1
Ничего не работает. И не надо. Это Казахстан. Сидим дома.,1
Вы серьёзно? Займитесь уже делом! Чем вы там заняты? Ало? Приложение не работает!!!,1
Хоть и зарегистрирован все ровно не могу заити,1
Нихрена приложение не работает,1
Прогграмма отстои не можешь не чего спросить не понятные прогграма,1
Проклятая программа не проходит видео регистрацию,1
Почему на англииском все меню.,1
Не видеть существующий сохранённый ЭЦП??? Срочно исправить!,1
"Элементарно бронирования очереди нету, толку нету",1
"Отвратительное приложение, и сайт тоже параша",1
Никак нельзя зайти. Ошибка выдаётся сколько бы не зашли,1
"Нет информации о детях, и супруге хотя в прошлом было все",1
"Скачала приложение, но ни как не могу зайти, говорит что надо пройти регистрацию на М-egov???",1
Вообще не скачивает приложение,1
Отвратительно! Битый час не могу зарегистрироваться! Почему паспорт вакцинации есть только здесь?,1
"Наитупейшая программа, невозможно зайти",1
Ужас.... Не возможно авторизоваться. Удаляю. Проще в ЦОН обратится,1
Где админы eGov я немогу вытащить с вашей программы паспорт о ревакцинации на работе требуют вы что издеваетесь!? Проходишь проверку вместо изображения видео регистрации стоит знак плей и все! делайте что-нибудь!? Программисты блин!!!,1
Просто отстой не могу даже зарегистрировать,1
"Не видит детей по иин,хотела прикрепить в медорганизацию ,не получается уже который раз",1
Нет последних данных о прививка и данных пцр обследований,1
Лютое днище каторое работает как анал дьявола. Система егов сделана не людьми для не людей.,1
Здравствуйте ваш егов беспотовый в 2014 году я развёлся а в егов показывает когбудто я не разведён,1
"Не могу зайти в свой личный кабинет, просит пройти проверку 4 раз. Надоело",1
Справки добавленные в мои документы где их искать Не пойму,1
Очередной инвалид разработчик выкиньте его с работы всё через одно место вы делаете 🤦,1
"В моем профиле чужой email, меняю на свой, не сохраняет от слова совсем",1
ОЧЕНЬ ПЛОХОЕ ПРИЛОЖЕНИЕ ВООБЩЕ НЕ РАБОТАЕТ НЕ ВОЗМОЖНО АВТОРИЗОВАТЬСЯ ЕЩЁ ХУЖЕ ПРИЛОЖЕНИЯ Я НЕ ВИДЕЛ РАЗРАБОТЧИКАМ ставлю кол,1
Не могу авторизоваться. Не приходит смс,1
"Запрашивает m-gov, скачал егов теперь что мгов скачивать дурдом полный, толку от вас нет",1
Просто дно!Найдите толковых программистов а не по блату!,1
Научитесь делать программы ну накрайняк попрасите тех кто это умеет вам только детский тетрис создавать и то наврятли получиться с первого раза,1
"Хрен поймёшь этот егов блин бесит уже, куда смотрят разработчики?все отзывы отрицательные, почему не меняете??????????????????????????????????????????????????????????????¿????????????",1
Почему после обновлении я не могу зайти в приложение? Ответьте мне.,1
Не открывается вообще,1
"Полное ...авно, а не приложение",1
Почему приложение на английском языке,1
Почему очень тормозителный сайт )))),1
"Что за ужасное положение, которое не работает",1
Почему отозвали сертификат? Никуда зайти не могу.,1
Программа не работает прикратите издеваться над людьми,1
Не могу регистрировать свои номер в вашем мобильном базе граждан. Разработчики исправьте,1
Телефон удалил Приложение посчитав это приложение как вирус,1
Ничего не работает,1
"Не могу вбить свою электронную почту Что это за беспредел такой? Разработчики, учтите это",1
На русском языке нет,1
Одни негативные эмоции от использования данного приложения...,1
Не работает программа,1
Что за ужасное приложение?код авторизации не приходит!,1
Не могу пройти регистрацию. Выходит ошибка,1
Не чего не работает,1
И все равно не работает,1
При авторизации через ЭЦП не приходит код на номер.,1
Безпонтовый сколко пробовал никак неоткрывается .почему так людей дурачить,1
Не работает приложение,1
"НЕ ОТКРЫВАЕТСЯ ПРИЛОЖЕНИЕ, ПРИХОДИТ СМС И ДАЛЬШЕ ПОКАЗЫВАЕТ КРАСНЫМ ЗАБЛОКИРОВАНО ХОТЯ ДО ЭТОГО ОТКРЫВАЛА ИСПРАВЬТЕ СВОЮ ОШИБКУ ВООБЩЕТА КОД ПРИХОДИТ СООБЩЕНИЕМ И САМ ПИШЕТСЯ САМОЕ ТУПОЕ ПРИЛОЖЕНИЕ ИСПРАВЬТЕ СВОЮ ОШИБКУ",1
В разделы воопще не заходит,1
Самый беспонтовый программа как объяснить не. Не могу зайти регистрация вакцина паспорт не,1
"Девиз этого приложения: ""Хуже может быть всегда!""",1
"Если вы пришли сюда чтобы получить 42500 тг, то ничего к сожалению не получится - приложение ещё ого-го какое ""сырое""",1
"ничего не открывает, надо доработать",1
Приложение не работает почему,1
"Заеблали, сделайте хоть раз что то нормально в своей убогой жизни. Уже неделю не могу паспорт получить",1
Приложение было лучше сейчас не зайти нельзя не посмотреть,1
"Ужасное приложение, в котором невозможно открыть паспорт вакцинации.",1
Легче взломать пентагон чем зарегестрироваться сдесь!!!!,1
Не могу записатся к врачу Данные не могу изменить Добавить детей,1
Регистрация- это ужас какой то! Неужели нельзя по удостоверению пройти ее?,1
Не удается пройти биометрию. Даже 1 звезду ставить жалко этому приложению,1
После обновления не могу в него зайти,1
"Отстойное приложение, зачем делать регистрацию заново если меняешь устройство на другую",1
Такая же проблема не могу получить эцп ключ,1
Проблемы с регистрацией постоянно,1
Вообще нечего не грузит,1
"Половина функций не работает. За такое приложение нужно сажать в тюрьму айтишников, которые создавали этот бесполезный егов",1
Даже не могу авторизацию сделать ужас беспредел,1
Дрянь придложения не стойет даже одного звёзды,1
Почему всё на английском? Ничего не понимаю,1
"Это оценка не к приложению, а самому правительству. Было бы возможность себястян бы отсюда",1
Не отображается паспорт вакцинации!!! Разработчики разберитесь с этим,1
Какая-то ерунда а не программа,1
Вообще не понятно.не хочет зарегистрировать.,1
Не могу зарегистрироваться пишет ошибка пароля и майл,1
Зачем при регистрации на портале нужно открывать это приложение,1
Приложение не удовлетворила потребности! Много чего нужно доработать..,1
Почему не открывается выдача водительского удостоверения?,1
не могу вытащить одну справку сбой в сети пишет,1
"Дебильная, сложна зарегистрироваться",1
Полная клоака. Даже не могу авторизоваться,1
Не очень приложение Почитал отзывы. Разработчику видимо пофигу на этот егов😂,1
Невозможно авторизоваться просит м-gov какой то его нет в play market,1
не работают сервисы,1
Ничего не работает,1
Не приходит смс с кодом для регистрации,1
Не могу зайти ошибки выдает,1
Регистрация это просто ужас.,1
Не работает вообще.решили на скачивании заработать что ли,1
У меня на английском языке всё программы,1
Самое тупое приложение исправить срочно,1
Тоже самое что в цон сходил Никто ничего не знает Никто и не что не работает Как всегда всё сырое,1
Запарили со своими Digital Id невозможно бл сфоткаткаться с*** ***** уже нервов не хвататет,1
Невозможно установить приложение. Зачем тогда оно вообще нужно?,1
Вы че из меня бэта тестировщика хотите сделать? Приложение не работает. Чините! Срочно!,1
Не зайдешь и даже сможешь зарегистрироваться,1
Приложение очень плохой не могу зайти,1
Нужен паспорт вакцинации. Электронные документы не открываются вообще,1
Ужасное приложение. Ничего не работает.,1
Паспорт вакцинации не правильно не обновлённый,1
"Ребят вы чё там издеваетесь, в цоне очередь устраеваите, на ваш сайт заходишь справку заказываешь , а там в ответ тишина, бардак.",1
Немогу заити в продолжение не принемает иин,1
Почему не открывается документ,1
Сразу ничего не понятно. Просит одноразовый пароль? Зачем? Где его брать? ЦК,1
"Дд, к сожалению не возможно установить даже 🙄.",1
"1414 может только констатировать итак понятные факты что что то неработает) заявка тех.поддержкой рассматривается от 2х до 22х дней) вы ребята в своём уме ?!) 22 дня ждать пока вы разродитесь?!) Идёт вторая неделя с момента обращения, заявка так и не обработана, все что мне смогли предложить в ведомстве это сделать 10 заявок может 1 из них пройдет))) Такое возможно только в КЗ)) позорище одним словом",1
Не открывается.тормозит.не рекомендую.,1
Тупая приложения!!! Разработчики тоже,1
Тупой приложение не мог зайти,1
"Зачем ЭЦП сохранять в самом приложении, нельзя использовать в других приложениях",1
Самое тупое и бесполезное приложение которую я встречала.,1
"Че не загрузиться, пол дня жду",1
Ужасное приложение 2 часа не могу пройти регистрацию.,1
Почему можно скачать только через WI-FI?,1
Добрый день!Как можно посмотреть очередь на квартиру?Я не смогла.Не понятка egov,1
Правилно дествительно не работает немагу заити на этот саит,1
Зарегестриватся нельзя потому что нет ЭЦП а ЭЦП не получить потому что не зарегистрирован в Базе мобильных граждан это же ... даже не знаю чем назвать,1
Неработающее приложение от слова совсем. Кто нанимал программистов делать его за бутылку пива?,1
Только На английском.,1
Идентификация не работает,1
Разработчика на мыло. Ты самый худший разработчик приложений,1
Так и не смог открыть...лицо не узнает.,1
"Не видит эцп, выбрать не дает",1
Ничего не работает,1
"Козлы, как вообще тут зарегится, не работает ни чего",1
В приложении электронную почту не могу менять. Почему,1
Так и не смог зайти в приложение,1
Не могу получить эцп что б зарегистрироваться пишет зарегистрируйтесь в м-gov а этот сай вообще не могу найти помогите пожалуйста,1
Ужасно целый день немогу посмотреть историю заявок :(,1
Какое приложение такая и страна х...я ┌∩┐(◣_◢)┌∩┐,1
Для нашего разрабочика уревен приложения подходит,1
Не показывает паспорт вакцинации и цифровые документы!!!,1
